LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
3984,081110,001715,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000261_0/part-00261. blk_2556543718884979792,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000261_0/part-00261. blk_2556543718884979792']
3985,081110,001715,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_1141554728903604326 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.194.102:50010', 'blk_1141554728903604326', '67108864']"
3986,081110,001715,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.147:50010 is added to blk_1141554728903604326 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.147:50010', 'blk_1141554728903604326', '67108864']"
3987,081110,001715,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_1141554728903604326 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.91.159:50010', 'blk_1141554728903604326', '67108864']"
3988,081110,001715,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000214_0/part-00214. blk_-5882032262526151966,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000214_0/part-00214. blk_-5882032262526151966']
3989,081110,001715,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_7985567093305223452 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.5.237:50010', 'blk_7985567093305223452', '67108864']"
3990,081110,001715,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.6:50010 is added to blk_7985567093305223452 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.10.6:50010', 'blk_7985567093305223452', '67108864']"
3991,081110,001715,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.20:50010 is added to blk_-9036775714082848583 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.20:50010', 'blk_-9036775714082848583', '67108864']"
3992,081110,001715,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_-9036775714082848583 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.30.179:50010', 'blk_-9036775714082848583', '67108864']"
3993,081110,001715,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.211:50010 is added to blk_-4299426740316431280 size 2297633,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.67.211:50010', 'blk_-4299426740316431280', '2297633']"
3994,081110,001715,4506,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7985567093305223452 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_7985567093305223452 terminating']"
3995,081110,001715,4506,INFO,dfs.DataNode$PacketResponder,Received block blk_7985567093305223452 of size 67108864 from /10.250.10.6,e3df2680,Received block <*> of size <*> from <*>,"['blk_7985567093305223452', '67108864', '/10.250.10.6']"
3996,081110,001715,4760,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4299426740316431280 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-4299426740316431280 terminating']"
3997,081110,001715,4760,INFO,dfs.DataNode$PacketResponder,Received block blk_-4299426740316431280 of size 2297633 from /10.251.67.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4299426740316431280', '2297633', '/10.251.67.211']"
3998,081110,001715,4773,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3653465668346681255 src: /10.251.67.4:47713 dest: /10.251.67.4:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3653465668346681255', '/10.251.67.4:47713', '/10.251.67.4:50010']"
3999,081110,001715,4789,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-113830565550277820 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-113830565550277820 terminating']"
4000,081110,001715,4789,INFO,dfs.DataNode$PacketResponder,Received block blk_-113830565550277820 of size 67108864 from /10.251.30.101,e3df2680,Received block <*> of size <*> from <*>,"['blk_-113830565550277820', '67108864', '/10.251.30.101']"
4001,081110,001715,4817,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7196279638212228001 src: /10.250.11.194:59697 dest: /10.250.11.194:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7196279638212228001', '/10.250.11.194:59697', '/10.250.11.194:50010']"
4002,081110,001715,4827,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_1141554728903604326 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_1141554728903604326 terminating']"
4003,081110,001715,4827,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-113830565550277820 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-113830565550277820 terminating']"
4004,081110,001715,4827,INFO,dfs.DataNode$PacketResponder,Received block blk_-113830565550277820 of size 67108864 from /10.251.214.112,e3df2680,Received block <*> of size <*> from <*>,"['blk_-113830565550277820', '67108864', '/10.251.214.112']"
4005,081110,001715,4827,INFO,dfs.DataNode$PacketResponder,Received block blk_1141554728903604326 of size 67108864 from /10.251.43.147,e3df2680,Received block <*> of size <*> from <*>,"['blk_1141554728903604326', '67108864', '/10.251.43.147']"
4006,081110,001715,4828,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2556543718884979792 src: /10.251.214.112:48542 dest: /10.251.214.112:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_2556543718884979792', '/10.251.214.112:48542', '/10.251.214.112:50010']"
4007,081110,001715,4828,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3653465668346681255 src: /10.251.67.4:47128 dest: /10.251.67.4:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3653465668346681255', '/10.251.67.4:47128', '/10.251.67.4:50010']"
4008,081110,001715,4832,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3653465668346681255 src: /10.251.199.245:42660 dest: /10.251.199.245:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3653465668346681255', '/10.251.199.245:42660', '/10.251.199.245:50010']"
4009,081110,001715,4835,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1141554728903604326 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_1141554728903604326 terminating']"
4010,081110,001715,4835,INFO,dfs.DataNode$PacketResponder,Received block blk_1141554728903604326 of size 67108864 from /10.251.194.102,e3df2680,Received block <*> of size <*> from <*>,"['blk_1141554728903604326', '67108864', '/10.251.194.102']"
4011,081110,001715,4836,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1141554728903604326 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_1141554728903604326 terminating']"
4012,081110,001715,4836,INFO,dfs.DataNode$PacketResponder,Received block blk_1141554728903604326 of size 67108864 from /10.251.194.102,e3df2680,Received block <*> of size <*> from <*>,"['blk_1141554728903604326', '67108864', '/10.251.194.102']"
4013,081110,001715,4842,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5882032262526151966 src: /10.251.194.102:47559 dest: /10.251.194.102:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5882032262526151966', '/10.251.194.102:47559', '/10.251.194.102:50010']"
4014,081110,001715,4850,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5882032262526151966 src: /10.250.7.146:37724 dest: /10.250.7.146:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5882032262526151966', '/10.250.7.146:37724', '/10.250.7.146:50010']"
4015,081110,001715,4868,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7985567093305223452 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_7985567093305223452 terminating']"
4016,081110,001715,4868,INFO,dfs.DataNode$PacketResponder,Received block blk_7985567093305223452 of size 67108864 from /10.250.10.6,e3df2680,Received block <*> of size <*> from <*>,"['blk_7985567093305223452', '67108864', '/10.250.10.6']"
4017,081110,001715,4877,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-9036775714082848583 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-9036775714082848583 terminating']"
4018,081110,001715,4877,INFO,dfs.DataNode$PacketResponder,Received block blk_-9036775714082848583 of size 67108864 from /10.251.30.179,e3df2680,Received block <*> of size <*> from <*>,"['blk_-9036775714082848583', '67108864', '/10.251.30.179']"
4019,081110,001715,4887,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9037562004652402303 src: /10.250.10.6:37283 dest: /10.250.10.6:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-9037562004652402303', '/10.250.10.6:37283', '/10.250.10.6:50010']"
4020,081110,001715,4888,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7196279638212228001 src: /10.251.30.179:36086 dest: /10.251.30.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7196279638212228001', '/10.251.30.179:36086', '/10.251.30.179:50010']"
4021,081110,001715,4890,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-113830565550277820 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-113830565550277820 terminating']"
4022,081110,001715,4890,INFO,dfs.DataNode$PacketResponder,Received block blk_-113830565550277820 of size 67108864 from /10.251.214.112,e3df2680,Received block <*> of size <*> from <*>,"['blk_-113830565550277820', '67108864', '/10.251.214.112']"
4023,081110,001715,4891,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4299426740316431280 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-4299426740316431280 terminating']"
4024,081110,001715,4891,INFO,dfs.DataNode$PacketResponder,Received block blk_-4299426740316431280 of size 2297633 from /10.251.111.37,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4299426740316431280', '2297633', '/10.251.111.37']"
4025,081110,001715,4894,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2556543718884979792 src: /10.251.214.112:40160 dest: /10.251.214.112:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_2556543718884979792', '/10.251.214.112:40160', '/10.251.214.112:50010']"
4026,081110,001715,4920,INFO,dfs.DataNode$PacketResponder,Received block blk_-4299426740316431280 of size 2297633 from /10.251.67.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4299426740316431280', '2297633', '/10.251.67.211']"
4027,081110,001715,4925,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7985567093305223452 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_7985567093305223452 terminating']"
4028,081110,001715,4925,INFO,dfs.DataNode$PacketResponder,Received block blk_7985567093305223452 of size 67108864 from /10.251.91.32,e3df2680,Received block <*> of size <*> from <*>,"['blk_7985567093305223452', '67108864', '/10.251.91.32']"
4029,081110,001715,4928,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9037562004652402303 src: /10.250.10.6:59414 dest: /10.250.10.6:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-9037562004652402303', '/10.250.10.6:59414', '/10.250.10.6:50010']"
4030,081110,001715,4942,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5882032262526151966 src: /10.251.194.102:51162 dest: /10.251.194.102:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5882032262526151966', '/10.251.194.102:51162', '/10.251.194.102:50010']"
4031,081110,001715,4943,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9037562004652402303 src: /10.251.39.144:59995 dest: /10.251.39.144:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-9037562004652402303', '/10.251.39.144:59995', '/10.251.39.144:50010']"
4032,081110,001715,4951,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7196279638212228001 src: /10.251.30.179:51756 dest: /10.251.30.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7196279638212228001', '/10.251.30.179:51756', '/10.251.30.179:50010']"
4033,081110,001716,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_8429967402888184641,32777b38,Verification succeeded for <*>,['blk_8429967402888184641']
4034,081110,001716,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-8816889930586909471,32777b38,Verification succeeded for <*>,['blk_-8816889930586909471']
4035,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_1819242333025641948 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.85:50010', 'blk_1819242333025641948', '67108864']"
4036,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.85:50010 is added to blk_-4734623591508699627 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.85:50010', 'blk_-4734623591508699627', '67108864']"
4037,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.38:50010 is added to blk_-150447904549506272 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.14.38:50010', 'blk_-150447904549506272', '67108864']"
4038,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.52:50010 is added to blk_-150447904549506272 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.195.52:50010', 'blk_-150447904549506272', '67108864']"
4039,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-5589912523102845190 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.86:50010', 'blk_-5589912523102845190', '67108864']"
4040,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.4:50010 is added to blk_-6347669768463036405 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.4:50010', 'blk_-6347669768463036405', '67108864']"
4041,081110,001716,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.163:50010 is added to blk_-1785477252028217453 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.75.163:50010', 'blk_-1785477252028217453', '67108864']"
4042,081110,001716,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-5589912523102845190 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.32:50010', 'blk_-5589912523102845190', '67108864']"
4043,081110,001716,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_-4734623591508699627 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.146:50010', 'blk_-4734623591508699627', '67108864']"
4044,081110,001716,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.175:50010 is added to blk_-2529105195220176690 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.193.175:50010', 'blk_-2529105195220176690', '67108864']"
4045,081110,001716,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_7825469703043683069 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.240:50010', 'blk_7825469703043683069', '67108864']"
4046,081110,001716,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8085128368624862282 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.73.188:50010', 'blk_8085128368624862282', '67108864']"
4047,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-6347669768463036405 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.19:50010', 'blk_-6347669768463036405', '67108864']"
4048,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to blk_-5625711333231710626 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.1:50010', 'blk_-5625711333231710626', '67108864']"
4049,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_-1785477252028217453 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.115:50010', 'blk_-1785477252028217453', '67108864']"
4050,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-394755475503199498 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.70.211:50010', 'blk_-394755475503199498', '67108864']"
4051,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000059_0/part-00059. blk_7336327056584097143,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000059_0/part-00059. blk_7336327056584097143']
4052,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000095_0/part-00095. blk_-5300135969483648400,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000095_0/part-00095. blk_-5300135969483648400']
4053,081110,001716,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000288_0/part-00288. blk_-8182251662256349682,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000288_0/part-00288. blk_-8182251662256349682']
4054,081110,001716,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-6347669768463036405 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.50:50010', 'blk_-6347669768463036405', '67108864']"
4055,081110,001716,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.4:50010 is added to blk_7825469703043683069 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.4:50010', 'blk_7825469703043683069', '67108864']"
4056,081110,001716,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_1522497833449657935 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.25.237:50010', 'blk_1522497833449657935', '67108864']"
4057,081110,001716,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000277_0/part-00277. blk_4590034079826734559,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000277_0/part-00277. blk_4590034079826734559']
4058,081110,001716,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000340_0/part-00340. blk_829214879288301525,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000340_0/part-00340. blk_829214879288301525']
4059,081110,001716,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000313_0/part-00313. blk_-2740420208859990938,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000313_0/part-00313. blk_-2740420208859990938']
4060,081110,001716,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_8085128368624862282 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.32:50010', 'blk_8085128368624862282', '67108864']"
4061,081110,001716,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_1819242333025641948 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.37:50010', 'blk_1819242333025641948', '67108864']"
4062,081110,001716,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_1522497833449657935 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.125.237:50010', 'blk_1522497833449657935', '67108864']"
4063,081110,001716,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_-150447904549506272 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.245:50010', 'blk_-150447904549506272', '67108864']"
4064,081110,001716,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.196:50010 is added to blk_-1785477252028217453 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.14.196:50010', 'blk_-1785477252028217453', '67108864']"
4065,081110,001716,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.80:50010 is added to blk_-4734623591508699627 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.80:50010', 'blk_-4734623591508699627', '67108864']"
4066,081110,001716,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_7825469703043683069 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.25.237:50010', 'blk_7825469703043683069', '67108864']"
4067,081110,001716,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000239_0/part-00239. blk_-8840222941464933836,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000239_0/part-00239. blk_-8840222941464933836']
4068,081110,001716,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-5625711333231710626 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.194.213:50010', 'blk_-5625711333231710626', '67108864']"
4069,081110,001716,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-394755475503199498 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.240:50010', 'blk_-394755475503199498', '67108864']"
4070,081110,001716,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000055_0/part-00055. blk_-2057290507877197927,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000055_0/part-00055. blk_-2057290507877197927']
4071,081110,001716,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000089_0/part-00089. blk_3836696090492417553,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000089_0/part-00089. blk_3836696090492417553']
4072,081110,001716,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000283_0/part-00283. blk_3949666499520362185,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000283_0/part-00283. blk_3949666499520362185']
4073,081110,001716,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.38:50010 is added to blk_-5589912523102845190 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.14.38:50010', 'blk_-5589912523102845190', '67108864']"
4074,081110,001716,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.17.177:50010 is added to blk_-394755475503199498 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.17.177:50010', 'blk_-394755475503199498', '67108864']"
4075,081110,001716,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-5625711333231710626 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.5.237:50010', 'blk_-5625711333231710626', '67108864']"
4076,081110,001716,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_-2529105195220176690 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.223:50010', 'blk_-2529105195220176690', '67108864']"
